OBJECTID,EO_ID,ELCODE,Group,EO_NUM,SNAME,SCOMNAME,ELSUBID,ID_CONFIRM,LASTOBS,YEAR,SURVEYDATE,EORANK,GRANK,SRANK,USESA,SPROT,PBSSTATUS,EO_TRACK
21801,22016,PDCLU030H0,Vascular Plants,1,Hypericum dissimulatum,,13584,Y - Yes,9/1/2009,2009,9/1/2009,E,G5,S2S4,,,SP,W
21802,16222,PMPOA4K0S0,Vascular Plants,526,Panicum flexile,Wiry Witchgrass,15670,Y - Yes,9/18/1993,1993,9/18/1993,E,G5,S2S3,,TU,PT,Y
21803,25045,PMPOA4K0S0,Vascular Plants,527,Panicum flexile,Wiry Witchgrass,15670,Y - Yes,9/27/1936,1936,9/27/1936,H,G5,S2S3,,TU,PT,Y
21804,16458,PMPOA4K2A0,Vascular Plants,7,Panicum tuckermanii,Tuckerman's Panic-grass,15676,Y - Yes,9/14/2001,2001,9/14/2001,E,G3G5,S2,,PT,PT,Y
21805,21244,PMPOA4K2A0,Vascular Plants,9,Panicum tuckermanii,Tuckerman's Panic-grass,15676,Y - Yes,10/5/2007,2007,10/5/2007,E,G3G5,S2,,PT,PT,Y
21806,17385,PMPOA4K2A0,Vascular Plants,8,Panicum tuckermanii,Tuckerman's Panic-grass,15676,Y - Yes,9/2/2005,2005,9/2/2005,E,G3G5,S2,,PT,PT,Y
21807,16440,PMPOA4K2A0,Vascular Plants,6,Panicum tuckermanii,Tuckerman's Panic-grass,15676,Y - Yes,9/14/2001,2001,201-09-14,E,G3G5,S2,,PT,PT,Y
21808,29256,PPLYC03010,Vascular Plants,502,Lycopodiella alopecuroides,Foxtail Clubmoss,15904,Y - Yes,9/28/2012,2012,9/28/2012,E,G5,S1,,PE,PE,Y
21809,21352,PMCYP0A0E0,Vascular Plants,512,Eriophorum viridicarinatum,Thin-leaved Cotton-grass,15223,Y - Yes,6/10/1994,1994,6/10/1994,E,G5,S2,,PT,PT,Y
21810,21351,PMCYP0A0E0,Vascular Plants,511,Eriophorum viridicarinatum,Thin-leaved Cotton-grass,15223,Y - Yes,6/16/1994,1994,6/16/1994,E,G5,S2,,PT,PT,Y
21811,21204,PMCYP0A0E0,Vascular Plants,510,Eriophorum viridicarinatum,Thin-leaved Cotton-grass,15223,Y - Yes,5/20/1995,1995,5/20/1995,E,G5,S2,,PT,PT,Y
21812,15193,PMCYP0A0E0,Vascular Plants,8,Eriophorum viridicarinatum,Thin-leaved Cotton-grass,15223,Y - Yes,7/6/1949,1949,6/24/1993,H,G5,S2,,PT,PT,Y
21813,14822,PDAPI0P010,Vascular Plants,2,Conioselinum chinense,Hemlock-parsley,12879,Y - Yes,8/29/1939,1939,,H,G5,S1,,PE,PE,Y
21814,14835,PDERI0R050,Vascular Plants,511,Lyonia mariana,Stagger-bush,13737,Y - Yes,9/28/1924,1924,1986,X?,G5,S1,,PE,PE,Y
21815,29623,PDMNY02010,Vascular Plants,7,Menyanthes trifoliata,,14173,Y - Yes,7/31/2017,2017,7/31/2017,AC,G5,S4,,N,,W
21816,28828,PDMNY02010,Vascular Plants,6,Menyanthes trifoliata,,14173,Y - Yes,9/12/2017,2017,9/12/2017,E,G5,S4,,N,,W
21817,28060,PDMNY02010,Vascular Plants,5,Menyanthes trifoliata,,14173,Y - Yes,7/8/2016,2016,7/8/2016,E,G5,S4,,N,,W
21818,27311,PDMNY02010,Vascular Plants,4,Menyanthes trifoliata,,14173,Y - Yes,7/27/2015,2015,7/27/2015,BC,G5,S4,,N,,W
21819,26578,PDMNY02010,Vascular Plants,3,Menyanthes trifoliata,,14173,Y - Yes,7/14/2015,2015,7/14/2015,AC,G5,S4,,N,,W
21820,25751,PDMNY02010,Vascular Plants,2,Menyanthes trifoliata,,14173,Y - Yes,5/27/2015,2015,5/27/2015,E,G5,S4,,N,,W
21821,25720,PDMNY02010,Vascular Plants,1,Menyanthes trifoliata,,14173,Y - Yes,6/5/2015,2015,6/5/2015,E,G5,S4,,N,,W
21822,29234,PDAQU010K0,Vascular Plants,20,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/4/1997,1997,8/4/1997,E,G5,S4,,N,SP,W
21823,25391,PDAQU010K0,Vascular Plants,7,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,7/24/2014,2014,7/24/2014,E,G5,S4,,N,SP,W
21824,29233,PDAQU010K0,Vascular Plants,19,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,1892-09-13,1892,1892-09-13,H,G5,S4,,N,SP,W
21825,27615,PDAQU010K0,Vascular Plants,17,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,6/16/2016,2016,6/16/2016,AC,G5,S4,,N,SP,W
21826,27329,PDAQU010K0,Vascular Plants,16,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,6/1/2016,2016,6/1/2016,AC,G5,S4,,N,SP,W
21827,26361,PDAQU010K0,Vascular Plants,14,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,7/23/2015,2015,7/23/2015,AC,G5,S4,,N,SP,W
21828,26344,PDAQU010K0,Vascular Plants,13,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,7/28/2015,2015,7/28/2015,AC,G5,S4,,N,SP,W
21829,24468,PDAQU010K0,Vascular Plants,5,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/13/2015,2015,8/13/2015,AC,G5,S4,,N,SP,W
21830,26388,PDAQU010K0,Vascular Plants,15,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/19/2015,2015,8/19/2015,E,G5,S4,,N,SP,W
21831,24315,PDAQU010K0,Vascular Plants,1,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/15/2012,2012,8/15/2012,E,G5,S4,,N,SP,W
21832,24454,PDAQU010K0,Vascular Plants,2,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/26/2009,2009,8/26/2009,E,G5,S4,,N,SP,W
21833,24530,PDAQU010K0,Vascular Plants,6,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/14/2013,2013,8/14/2013,AC,G5,S4,,N,SP,W
21834,24467,PDAQU010K0,Vascular Plants,4,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,9/20/2006,2006,9/20/2006,E,G5,S4,,N,SP,W
21835,24466,PDAQU010K0,Vascular Plants,3,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/6/2002,2002,8/6/2002,E,G5,S4,,N,SP,W
21836,26013,PDAQU010K0,Vascular Plants,12,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,7/22/2015,2015,7/22/2015,AC,G5,S4,,N,SP,W
21837,25400,PDAQU010K0,Vascular Plants,8,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,7/22/2014,2014,7/22/2014,E,G5,S4,,N,SP,W
21838,25490,PDAQU010K0,Vascular Plants,9,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/20/2014,2014,8/20/2014,AC,G5,S4,,N,SP,W
21839,25526,PDAQU010K0,Vascular Plants,11,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,8/6/2014,2014,8/6/2014,AC,G5,S4,,N,SP,W
21840,25522,PDAQU010K0,Vascular Plants,10,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,7/15/2015,2015,7/15/2015,AC,G5,S4,,N,SP,W
21841,27627,PDAQU010K0,Vascular Plants,18,Ilex laevigata,Smooth Winterberry Holly,12924,Y - Yes,6/15/2016,2016,6/15/2016,AC,G5,S4,,N,SP,W
21842,26568,PMALI01050,Vascular Plants,522,Alisma triviale,Northern Water-plantain,14949,Y - Yes,9/12/2014,2014,9/12/2014,E,G5,S1,,PE,PE,Y
21843,24350,PMALI01050,Vascular Plants,519,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/5/2013,2013,8/5/2013,E,G5,S1,,PE,PE,Y
21844,23350,PMALI01050,Vascular Plants,518,Alisma triviale,Northern Water-plantain,14949,Y - Yes,9/1/2009,2009,9/1/2009,C,G5,S1,,PE,PE,Y
21845,22530,PMALI01050,Vascular Plants,516,Alisma triviale,Northern Water-plantain,14949,Y - Yes,9/8/2006,2006,9/8/2006,BC,G5,S1,,PE,PE,Y
21846,21925,PMALI01050,Vascular Plants,515,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/26/2014,2014,8/26/2014,B,G5,S1,,PE,PE,Y
21847,21122,PMALI01050,Vascular Plants,514,Alisma triviale,Northern Water-plantain,14949,Y - Yes,7/26/1922,1922,7/26/1922,H,G5,S1,,PE,PE,Y
21848,21120,PMALI01050,Vascular Plants,513,Alisma triviale,Northern Water-plantain,14949,Y - Yes,1923------,1923,1923------,H,G5,S1,,PE,PE,Y
21849,20545,PMALI01050,Vascular Plants,511,Alisma triviale,Northern Water-plantain,14949,Y - Yes,7/31/2007,2007,7/31/2007,CD,G5,S1,,PE,PE,Y
21850,20531,PMALI01050,Vascular Plants,510,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/22/2008,2008,8/22/2008,BC,G5,S1,,PE,PE,Y
21851,20613,PMALI01050,Vascular Plants,512,Alisma triviale,Northern Water-plantain,14949,Y - Yes,9/30/2008,2008,9/30/2008,E,G5,S1,,PE,PE,Y
21852,18698,PMALI01050,Vascular Plants,509,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/30/2001,2001,8/30/2001,E,G5,S1,,PE,PE,Y
21853,22938,PMALI01050,Vascular Plants,517,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/24/2009,2009,9/24/2013,F,G5,S1,,PE,PE,Y
21854,16540,PMALI01050,Vascular Plants,508,Alisma triviale,Northern Water-plantain,14949,Y - Yes,7/17/2004,2004,,E,G5,S1,,PE,PE,Y
21855,16358,PMALI01050,Vascular Plants,507,Alisma triviale,Northern Water-plantain,14949,Y - Yes,9/14/2001,2001,9/14/2001,E,G5,S1,,PE,PE,Y
21856,14987,PMALI01050,Vascular Plants,7,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/28/1991,1991,8/28/1991,E,G5,S1,,PE,PE,Y
21857,15084,PMALI01050,Vascular Plants,502,Alisma triviale,Northern Water-plantain,14949,? - Questionable,8/10/1938,1938,NONE,H,G5,S1,,PE,PE,Y
21858,29575,PMALI01050,Vascular Plants,523,Alisma triviale,Northern Water-plantain,14949,Y - Yes,10/4/2016,2016,10/4/2016,E,G5,S1,,PE,PE,Y
21859,25088,PMALI01050,Vascular Plants,520,Alisma triviale,Northern Water-plantain,14949,Y - Yes,9/7/1985,1985,9/7/1985,E,G5,S1,,PE,PE,Y
21860,25527,PMALI01050,Vascular Plants,521,Alisma triviale,Northern Water-plantain,14949,Y - Yes,8/14/2012,2012,8/14/2012,E,G5,S1,,PE,PE,Y
21861,21765,PDGEN060Q0,Vascular Plants,542,Gentiana saponaria,Soapwort Gentian,13947,Y - Yes,8/10/2009,2009,8/10/2009,C,G5,S1S2,,TU,PE,Y
21862,21755,PDGEN060Q0,Vascular Plants,541,Gentiana saponaria,Soapwort Gentian,13947,Y - Yes,8/14/2009,2009,8/14/2009,C,G5,S1S2,,TU,PE,Y
21863,19235,PDGEN060Q0,Vascular Plants,540,Gentiana saponaria,Soapwort Gentian,13947,Y - Yes,10/16/2007,2007,10/16/2007,C,G5,S1S2,,TU,PE,Y
21864,18972,PDGEN060Q0,Vascular Plants,539,Gentiana saponaria,Soapwort Gentian,13947,Y - Yes,10/13/1946,1946,10/13/1946,H,G5,S1S2,,TU,PE,Y
21865,14870,PDGEN060Q0,Vascular Plants,527,Gentiana saponaria,Soapwort Gentian,13947,Y - Yes,9/28/1924,1924,,H,G5,S1S2,,TU,PE,Y
21866,29413,PDCPR070E0,Vascular Plants,519,Viburnum nudum,Possum-haw,13672,Y - Yes,NA,NA,NO DATE,H,G5,S1,,PE,PE,Y
21867,20392,PDCPR070E0,Vascular Plants,518,Viburnum nudum,Possum-haw,13672,Y - Yes,9/19/2015,2015,9/19/2015,C,G5,S1,,PE,PE,Y
21868,18296,PMORC0M060,Vascular Plants,513,Corallorhiza wisteriana,Spring Coral-root,15424,Y - Yes,5/23/2006,2006,5/23/2006,C,G5,S1,,TU,PE,Y
21869,16175,PMORC0M060,Vascular Plants,512,Corallorhiza wisteriana,Spring Coral-root,15424,,5/22/1999,1999,5/22/1999,BC,G5,S1,,TU,PE,Y
21870,15277,PMORC0M060,Vascular Plants,502,Corallorhiza wisteriana,Spring Coral-root,15424,? - Questionable,6/1/1960,1960,5/13/1991,F,G5,S1,,TU,PE,Y
21871,22136,PDSAL021X0,Vascular Plants,508,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,7/26/2008,2008,7/26/2008,E,G4,S2,,N,PE,Y
21872,22098,PDSAL021X0,Vascular Plants,507,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,7/24/2008,2008,7/24/2008,E,G4,S2,,N,PE,Y
21873,21239,PDSAL021X0,Vascular Plants,506,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,6/21/2007,2007,6/21/2007,E,G4,S2,,N,PE,Y
21874,18766,PDSAL021X0,Vascular Plants,505,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,6/2/2006,2006,6/2/2006,E,G4,S2,,N,PE,Y
21875,17442,PDSAL021X0,Vascular Plants,503,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,5/13/1962,1962,5/13/1962,H,G4,S2,,N,PE,Y
21876,17521,PDSAL021X0,Vascular Plants,504,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,5/5/1962,1962,5/5/1962,H,G4,S2,,N,PE,Y
21877,14772,PDSAL021X0,Vascular Plants,4,Salix myricoides,Broad-leaved Willow,14700,Y - Yes,6/26/1954,1954,6/26/1954,H,G4,S2,,N,PE,Y
21878,15347,PDSAL021X0,Vascular Plants,502,Salix myricoides,Broad-leaved Willow,14700,,6/5/2002,2002,6/5/2002,B,G4,S2,,N,PE,Y
21879,29634,PPDRY0U050,Vascular Plants,10,Woodsia ilvensis,,15873,Y - Yes,8/26/2017,2017,8/26/2017,E,G5,SNR,,,SP,W
21880,27411,PPDRY0U050,Vascular Plants,7,Woodsia ilvensis,,15873,Y - Yes,5/25/2016,2016,5/25/2016,E,G5,SNR,,,SP,W
21881,26426,PPDRY0U050,Vascular Plants,6,Woodsia ilvensis,,15873,Y - Yes,6/10/2015,2015,6/10/2015,E,G5,SNR,,,SP,W
21882,24824,PPDRY0U050,Vascular Plants,3,Woodsia ilvensis,,15873,Y - Yes,7/7/2009,2009,7/7/2009,E,G5,SNR,,,SP,W
21883,24691,PPDRY0U050,Vascular Plants,1,Woodsia ilvensis,,15873,Y - Yes,6/4/2010,2010,6/4/2010,E,G5,SNR,,,SP,W
21884,24794,PPDRY0U050,Vascular Plants,2,Woodsia ilvensis,,15873,Y - Yes,9/11/2015,2015,9/11/2015,E,G5,SNR,,,SP,W
21885,25034,PPDRY0U050,Vascular Plants,5,Woodsia ilvensis,,15873,Y - Yes,7/16/2002,2002,7/16/2002,E,G5,SNR,,,SP,W
21886,27591,PPDRY0U050,Vascular Plants,8,Woodsia ilvensis,,15873,Y - Yes,6/15/2016,2016,6/15/2016,E,G5,SNR,,,SP,W
21887,29436,PPDRY0U050,Vascular Plants,9,Woodsia ilvensis,,15873,Y - Yes,8/14/1986,1986,8/14/1986,E,G5,SNR,,,SP,W
21888,24997,PPDRY0U050,Vascular Plants,4,Woodsia ilvensis,,15873,Y - Yes,8/15/2006,2006,8/15/2006,E,G5,SNR,,,SP,W
21889,28791,PPASP021B0,Vascular Plants,4,Asplenium ruta-muraria,,15829,Y - Yes,8/30/2017,2017,8/30/2017,E,G5,SNR,,,SP,W
21890,27415,PPASP021B0,Vascular Plants,3,Asplenium ruta-muraria,,15829,Y - Yes,5/30/2016,2016,5/30/2016,E,G5,SNR,,,SP,W
21891,23937,PPASP021B0,Vascular Plants,1,Asplenium ruta-muraria,,15829,Y - Yes,8/22/2012,2012,8/22/2012,E,G5,SNR,,,SP,W
21892,25724,PPASP021B0,Vascular Plants,2,Asplenium ruta-muraria,,15829,Y - Yes,9/9/1986,1986,9/9/1986,E,G5,SNR,,,SP,W
21893,21893,PMJUN011C0,Vascular Plants,544,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,7/26/2001,2001,7/26/2001,B,G4,S4,,PR,SP,W
21894,21892,PMJUN011C0,Vascular Plants,543,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,8/6/2001,2001,8/6/2001,BC,G4,S4,,PR,SP,W
21895,14947,PMJUN011C0,Vascular Plants,524,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,11/5/1991,1991,11/5/1991,C,G4,S4,,PR,SP,W
21896,21877,PMJUN011C0,Vascular Plants,537,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,8/28/1997,1997,8/28/1997,B,G4,S4,,PR,SP,W
21897,21894,PMJUN011C0,Vascular Plants,545,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,7/22/2014,2014,7/22/2014,B,G4,S4,,PR,SP,W
21898,21890,PMJUN011C0,Vascular Plants,542,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,7/9/2004,2004,7/9/2004,BC,G4,S4,,PR,SP,W
21899,21881,PMJUN011C0,Vascular Plants,541,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,7/1/2002,2002,7/1/2002,BC,G4,S4,,PR,SP,W
21900,21880,PMJUN011C0,Vascular Plants,540,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,5/27/2001,2001,5/27/2001,C,G4,S4,,PR,SP,W
21901,21879,PMJUN011C0,Vascular Plants,539,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,9/11/1998,1998,9/11/1998,BC,G4,S4,,PR,SP,W
21902,21878,PMJUN011C0,Vascular Plants,538,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,8/28/1997,1997,8/28/1997,C,G4,S4,,PR,SP,W
21903,20821,PMJUN011C0,Vascular Plants,536,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,9/12/1989,1989,9/12/1989,C,G4,S4,,PR,SP,W
21904,19880,PMJUN011C0,Vascular Plants,535,Juncus gymnocarpus,Coville's Rush,15310,Y - Yes,5/28/2008,2008,5/28/2008,E,G4,S4,,PR,SP,W
21905,24635,PDLYT01020,Vascular Plants,516,Ammannia coccinea,Scarlet Ammannia,14143,Y - Yes,9/18/2014,2014,9/18/2014,BC,G5,S4,,PE,W,W
21906,23018,PDLYT01020,Vascular Plants,515,Ammannia coccinea,Scarlet Ammannia,14143,Y - Yes,9/18/1993,1993,9/18/1993,E,G5,S4,,PE,W,W
21907,21902,PDLYT01020,Vascular Plants,514,Ammannia coccinea,Scarlet Ammannia,14143,Y - Yes,9/10/2009,2009,9/10/2009,E,G5,S4,,PE,W,W
21908,19882,PDLYT01020,Vascular Plants,513,Ammannia coccinea,Scarlet Ammannia,14143,Y - Yes,10/15/2001,2001,10/15/2001,E,G5,S4,,PE,W,W
21909,19095,PDFAB1D0Z0,Vascular Plants,4,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1889-08-31,1889,1889-08-31,H,G4G5,S1,,N,PE,Y
21910,19127,PDFAB1D0Z0,Vascular Plants,33,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1865-09-01,1865,1865-09-01,H,G4G5,S1,,N,PE,Y
21911,19126,PDFAB1D0Z0,Vascular Plants,32,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/29/1947,1947,8/29/1947,H,G4G5,S1,,N,PE,Y
21912,19125,PDFAB1D0Z0,Vascular Plants,31,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/21/1937,1937,9/21/1937,H,G4G5,S1,,N,PE,Y
21913,19124,PDFAB1D0Z0,Vascular Plants,30,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1846-08-26,1846,1846-08-26,H,G4G5,S1,,N,PE,Y
21914,19123,PDFAB1D0Z0,Vascular Plants,29,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1831-08-21,1831,1831-08-21,H,G4G5,S1,,N,PE,Y
21915,19122,PDFAB1D0Z0,Vascular Plants,28,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/25/1932,1932,9/25/1932,H,G4G5,S1,,N,PE,Y
21916,19121,PDFAB1D0Z0,Vascular Plants,27,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/2/1900,1900,9/2/1900,H,G4G5,S1,,N,PE,Y
21917,19120,PDFAB1D0Z0,Vascular Plants,26,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,10/16/1910,1910,10/16/1910,H,G4G5,S1,,N,PE,Y
21918,19119,PDFAB1D0Z0,Vascular Plants,25,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,10/2/1910,1910,10/2/1910,H,G4G5,S1,,N,PE,Y
21919,19118,PDFAB1D0Z0,Vascular Plants,24,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1883-08-24,1883,1883-08-24,H,G4G5,S1,,N,PE,Y
21920,19117,PDFAB1D0Z0,Vascular Plants,23,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/19/1906,1906,9/19/1906,H,G4G5,S1,,N,PE,Y
21921,19116,PDFAB1D0Z0,Vascular Plants,22,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/12/1924,1924,8/12/1924,H,G4G5,S1,,N,PE,Y
21922,19115,PDFAB1D0Z0,Vascular Plants,21,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/30/1902,1902,8/30/1902,H,G4G5,S1,,N,PE,Y
21923,19114,PDFAB1D0Z0,Vascular Plants,20,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1880-08-16,1880,1880-08-16,H,G4G5,S1,,N,PE,Y
21924,19113,PDFAB1D0Z0,Vascular Plants,19,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/20/1911,1911,8/20/1911,H,G4G5,S1,,N,PE,Y
21925,19112,PDFAB1D0Z0,Vascular Plants,18,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/24/1920,1920,8/24/1920,H,G4G5,S1,,N,PE,Y
21926,19111,PDFAB1D0Z0,Vascular Plants,17,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/25/1909,1909,8/25/1909,H,G4G5,S1,,N,PE,Y
21927,19110,PDFAB1D0Z0,Vascular Plants,16,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/31/1935,1935,8/31/1935,H,G4G5,S1,,N,PE,Y
21928,19109,PDFAB1D0Z0,Vascular Plants,15,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/9/1945,1945,9/9/1945,H,G4G5,S1,,N,PE,Y
21929,19105,PDFAB1D0Z0,Vascular Plants,14,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/13/1916,1916,9/13/1916,H,G4G5,S1,,N,PE,Y
21930,19104,PDFAB1D0Z0,Vascular Plants,13,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/17/1913,1913,8/17/1913,H,G4G5,S1,,N,PE,Y
21931,19103,PDFAB1D0Z0,Vascular Plants,12,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/18/1949,1949,9/18/1949,H,G4G5,S1,,N,PE,Y
21932,19102,PDFAB1D0Z0,Vascular Plants,11,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/20/1908,1908,9/20/1908,H,G4G5,S1,,N,PE,Y
21933,19101,PDFAB1D0Z0,Vascular Plants,10,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,10/15/1910,1910,10/15/1910,H,G4G5,S1,,N,PE,Y
21934,19100,PDFAB1D0Z0,Vascular Plants,9,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1881-08-22,1881,1881-08-22,H,G4G5,S1,,N,PE,Y
21935,19099,PDFAB1D0Z0,Vascular Plants,8,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1863-09-01,1863,1863-09-01,H,G4G5,S1,,N,PE,Y
21936,19098,PDFAB1D0Z0,Vascular Plants,7,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/7/1933,1933,9/7/1933,H,G4G5,S1,,N,PE,Y
21937,19097,PDFAB1D0Z0,Vascular Plants,6,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,8/20/1910,1910,8/20/1910,H,G4G5,S1,,N,PE,Y
21938,19096,PDFAB1D0Z0,Vascular Plants,5,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,1898-09-10,1898,1898-09-10,H,G4G5,S1,,N,PE,Y
21939,19094,PDFAB1D0Z0,Vascular Plants,3,Desmodium obtusum,Stiff Tick-trefoil,13812,Y - Yes,9/1/1907,1907,9/1/1907,H,G4G5,S1,,N,PE,Y
21940,20514,PMPOA6J010,Vascular Plants,902,Zizania aquatica,Indian Wild Rice,15755,Y - Yes,8/26/2008,2008,8/26/2008,B,G5,S3,,PR,PR,Y
21941,14737,PMPOA6J010,Vascular Plants,535,Zizania aquatica,Indian Wild Rice,15755,? - Questionable,10/5/1927,1927,NONE,H,G5,S3,,PR,PR,Y
21942,14993,PPADI0B020,Vascular Plants,504,Cryptogramma stelleri,Slender Rock-brake,15819,Y - Yes,NA,NA,7/8/2015,F,G5,S1,,PE,PE,Y
21943,15116,PPADI0B020,Vascular Plants,1,Cryptogramma stelleri,Slender Rock-brake,15819,Y - Yes,8/24/2001,2001,8/24/2001,B,G5,S1,,PE,PE,Y
21944,23196,PDPYR03010,Vascular Plants,1,Orthilia secunda,,14388,Y - Yes,4/19/2006,2006,4/19/2006,E,G5,SNR,,,SP,W
21945,28119,PDAST9S0C0,Vascular Plants,520,Vernonia glauca,Tawny Ironweed,13283,? - Questionable,9/17/2012,2012,9/17/2012,E,G5,S1,,PE,PE,Y
21946,16174,PDAST9S0C0,Vascular Plants,518,Vernonia glauca,Tawny Ironweed,13283,Y - Yes,9/19/2012,2012,9/19/2012,B,G5,S1,,PE,PE,Y
21947,24479,PDAST9S0C0,Vascular Plants,519,Vernonia glauca,Tawny Ironweed,13283,Y - Yes,9/18/2012,2012,9/18/2012,C,G5,S1,,PE,PE,Y
21948,29240,PDCPR05021,Vascular Plants,2,Symphoricarpos albus var. albus,,13658,? - Questionable,6/11/2003,2003,6/11/2003,E,G5T5,S2,,,PT,Y
21949,29239,PDCPR05021,Vascular Plants,1,Symphoricarpos albus var. albus,,13658,Y - Yes,7/9/2003,2003,7/9/2003,E,G5T5,S2,,,PT,Y
21950,29274,PDCPR05021,Vascular Plants,3,Symphoricarpos albus var. albus,,13658,Y - Yes,8/16/2012,2012,8/16/2012,E,G5T5,S2,,,PT,Y
21951,22406,PMCYP04050,Vascular Plants,516,Cladium mariscoides,Twig Rush,15168,Y - Yes,7/22/2010,2010,7/22/2010,E,G5,S2,,PE,PE,Y
21952,24046,PMCYP04050,Vascular Plants,517,Cladium mariscoides,Twig Rush,15168,Y - Yes,8/14/2009,2009,8/14/2009,C,G5,S2,,PE,PE,Y
21953,20825,PMCYP04050,Vascular Plants,515,Cladium mariscoides,Twig Rush,15168,Y - Yes,9/30/2008,2008,9/30/2008,E,G5,S2,,PE,PE,Y
21954,15099,PMCYP04050,Vascular Plants,6,Cladium mariscoides,Twig Rush,15168,Y - Yes,9/21/2007,2007,9/21/2007,B,G5,S2,,PE,PE,Y
21955,15231,PMCYP04050,Vascular Plants,501,Cladium mariscoides,Twig Rush,15168,Y - Yes,6/24/1986,1986,6/24/1986,B,G5,S2,,PE,PE,Y
